bedrooms,bathrooms,toilets,parking_space,title,town,state,price,lat,lon,town_state
4,4,5,4,Semi Detached Duplex,Apo,Abuja,250000000.0,9.019972,7.478024,"Apo, Abuja"
4,4,5,4,Semi Detached Duplex,Karmo,Abuja,68000000.0,9.050306,7.376389,"Karmo, Abuja"
3,3,2,6,Detached Bungalow,Lugbe District,Abuja,12500000.0,8.964455,7.382618,"Lugbe District, Abuja"
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,155000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
3,3,4,6,Semi Detached Duplex,Karshi,Abuja,20000000.0,8.808329,7.569414,"Karshi, Abuja"
3,3,4,3,Terraced Duplexes,Gwarinpa,Abuja,26000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,4,5,4,Terraced Duplexes,Gudu,Abuja,80000000.0,9.008361,7.477578,"Gudu, Abuja"
4,5,5,5,Semi Detached Duplex,Apo,Abuja,65000000.0,9.019972,7.478024,"Apo, Abuja"
4,5,5,4,Detached Bungalow,Orozo,Abuja,13500000.0,8.9001,7.5728,"Orozo, Abuja"
5,1,1,1,Semi Detached Duplex,Wuye,Abuja,140000000.0,9.085215,7.495284,"Wuye, Abuja"
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,225000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
3,3,4,3,Terraced Duplexes,Karsana,Abuja,19500000.0,9.105773,7.36381,"Karsana, Abuja"
5,5,6,9,Detached Duplex,Gwarinpa,Abuja,70000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,4,5,2,Terraced Duplexes,Life Camp,Abuja,60000000.0,9.067538,7.404183,"Life Camp, Abuja"
6,6,7,6,Detached Duplex,Apo,Abuja,98000000.0,9.019972,7.478024,"Apo, Abuja"
4,4,5,3,Terraced Duplexes,Jabi,Abuja,160000000.0,9.064106,7.42294,"Jabi, Abuja"
3,3,4,2,Block of Flats,Kaura,Abuja,25000000.0,9.003157,7.445613,"Kaura, Abuja"
6,6,7,4,Detached Duplex,Gwarinpa,Abuja,78000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
5,5,6,8,Detached Duplex,Gwarinpa,Abuja,75000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,5,5,4,Terraced Duplexes,Wuse 2,Abuja,200000000.0,9.078749,7.470186,"Wuse 2, Abuja"
4,4,5,5,Terraced Duplexes,Guzape District,Abuja,100000000.0,9.011248,7.507273,"Guzape District, Abuja"
6,8,7,6,Detached Duplex,Life Camp,Abuja,170000000.0,9.067538,7.404183,"Life Camp, Abuja"
3,3,4,7,Detached Bungalow,Lokogoma District,Abuja,30000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
4,5,5,5,Detached Duplex,Apo,Abuja,70000000.0,9.019972,7.478024,"Apo, Abuja"
6,6,7,1,Detached Duplex,Maitama District,Abuja,1600000000.0,9.090099,7.490805,"Maitama District, Abuja"
4,4,5,4,Detached Duplex,Galadimawa,Abuja,135000000.0,8.992227,7.424376,"Galadimawa, Abuja"
3,5,4,4,Semi Detached Duplex,Gwarinpa,Abuja,35000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
7,7,8,1,Detached Duplex,Asokoro District,Abuja,650000000.0,9.042346,7.519686,"Asokoro District, Abuja"
6,6,7,1,Detached Duplex,Asokoro District,Abuja,650000000.0,9.042346,7.519686,"Asokoro District, Abuja"
5,5,6,1,Semi Detached Duplex,Kado,Abuja,1300000000.0,9.088854,7.425753,"Kado, Abuja"
4,4,5,3,Detached Bungalow,Galadimawa,Abuja,30000000.0,8.992227,7.424376,"Galadimawa, Abuja"
4,4,5,2,Terraced Duplexes,Dape,Abuja,45000000.0,9.177245,7.572778,"Dape, Abuja"
6,6,6,4,Detached Duplex,Lugbe District,Abuja,100000000.0,8.964455,7.382618,"Lugbe District, Abuja"
4,4,5,3,Terraced Duplexes,Jahi,Abuja,65000000.0,9.109621,7.438754,"Jahi, Abuja"
9,1,1,4,Detached Duplex,Maitama District,Abuja,850000000.0,9.090099,7.490805,"Maitama District, Abuja"
4,4,5,4,Semi Detached Duplex,Mabushi,Abuja,165000000.0,9.083767,7.44939,"Mabushi, Abuja"
3,4,5,3,Terraced Duplexes,Katampe,Abuja,75000000.0,9.102851,7.461718,"Katampe, Abuja"
5,5,6,4,Terraced Duplexes,Maitama District,Abuja,250000000.0,9.090099,7.490805,"Maitama District, Abuja"
4,4,5,4,Semi Detached Duplex,Dakwo,Abuja,35000000.0,8.961023,7.440529,"Dakwo, Abuja"
9,1,1,1,Detached Duplex,Asokoro District,Abuja,800000000.0,9.042346,7.519686,"Asokoro District, Abuja"
4,5,5,4,Detached Duplex,Maitama District,Abuja,315000000.0,9.090099,7.490805,"Maitama District, Abuja"
4,4,5,4,Semi Detached Duplex,Gwarinpa,Abuja,38000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
7,8,8,9,Detached Duplex,Apo,Abuja,220000000.0,9.019972,7.478024,"Apo, Abuja"
6,6,7,3,Terraced Duplexes,Wuye,Abuja,75000000.0,9.085215,7.495284,"Wuye, Abuja"
5,5,5,4,Detached Duplex,Mabushi,Abuja,500000000.0,9.083767,7.44939,"Mabushi, Abuja"
9,9,1,2,Detached Duplex,Maitama District,Abuja,1700000000.0,9.090099,7.490805,"Maitama District, Abuja"
4,4,5,6,Detached Duplex,Idu Industrial,Abuja,57000000.0,9.032499,7.389477,"Idu Industrial, Abuja"
5,5,5,4,Detached Duplex,Katampe,Abuja,90000000.0,9.102851,7.461718,"Katampe, Abuja"
5,5,6,4,Detached Duplex,Lokogoma District,Abuja,28000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
8,8,1,1,Detached Duplex,Maitama District,Abuja,1100000000.0,9.090099,7.490805,"Maitama District, Abuja"
4,5,6,6,Semi Detached Duplex,Jahi,Abuja,75000000.0,9.109621,7.438754,"Jahi, Abuja"
5,5,5,4,Detached Duplex,Asokoro District,Abuja,170000000.0,9.042346,7.519686,"Asokoro District, Abuja"
3,4,4,4,Block of Flats,Karmo,Abuja,28000000.0,9.050306,7.376389,"Karmo, Abuja"
3,4,4,5,Detached Bungalow,Galadimawa,Abuja,35000000.0,8.992227,7.424376,"Galadimawa, Abuja"
1,5,5,4,Block of Flats,Wuse,Abuja,180000000.0,9.062045,7.466555,"Wuse, Abuja"
5,5,5,4,Detached Duplex,Gwarinpa,Abuja,200000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
2,5,3,4,Block of Flats,Guzape District,Abuja,22500000.0,9.011248,7.507273,"Guzape District, Abuja"
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,120000000.0,9.011248,7.507273,"Guzape District, Abuja"
4,4,5,3,Terraced Duplexes,Wuye,Abuja,140000000.0,9.085215,7.495284,"Wuye, Abuja"
4,4,5,4,Terraced Duplexes,Katampe,Abuja,75000000.0,9.102851,7.461718,"Katampe, Abuja"
5,5,6,3,Detached Duplex,Utako,Abuja,220000000.0,9.06911,7.44353,"Utako, Abuja"
9,9,1,8,Detached Duplex,Maitama District,Abuja,750000000.0,9.090099,7.490805,"Maitama District, Abuja"
4,4,5,3,Terraced Duplexes,Guzape District,Abuja,95000000.0,9.011248,7.507273,"Guzape District, Abuja"
5,5,6,1,Detached Duplex,Katampe,Abuja,105000000.0,9.102851,7.461718,"Katampe, Abuja"
3,3,4,6,Detached Bungalow,Apo,Abuja,45000000.0,9.019972,7.478024,"Apo, Abuja"
5,5,6,6,Detached Duplex,Kubwa,Abuja,47500000.0,9.152675,7.341078,"Kubwa, Abuja"
7,7,8,1,Detached Duplex,Maitama District,Abuja,1000000000.0,9.090099,7.490805,"Maitama District, Abuja"
3,3,4,3,Terraced Duplexes,Life Camp,Abuja,35000000.0,9.067538,7.404183,"Life Camp, Abuja"
3,4,4,1,Detached Bungalow,Lokogoma District,Abuja,28000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
5,5,6,4,Detached Duplex,Dakwo,Abuja,90000000.0,8.961023,7.440529,"Dakwo, Abuja"
4,4,5,4,Terraced Duplexes,Utako,Abuja,98000000.0,9.06911,7.44353,"Utako, Abuja"
2,2,3,3,Block of Flats,Wuye,Abuja,25000000.0,9.085215,7.495284,"Wuye, Abuja"
5,5,5,4,Detached Duplex,Wuse,Abuja,200000000.0,9.062045,7.466555,"Wuse, Abuja"
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,75000000.0,9.011248,7.507273,"Guzape District, Abuja"
4,4,5,9,Detached Bungalow,Gwarinpa,Abuja,46000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,5,5,5,Semi Detached Duplex,Apo,Abuja,50000000.0,9.019972,7.478024,"Apo, Abuja"
4,4,5,4,Semi Detached Duplex,Jabi,Abuja,70000000.0,9.064106,7.42294,"Jabi, Abuja"
5,5,6,6,Detached Duplex,Gaduwa,Abuja,110000000.0,8.997222,7.4675,"Gaduwa, Abuja"
4,5,5,4,Detached Duplex,Gwarinpa,Abuja,40000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
5,5,5,2,Detached Duplex,Lokogoma District,Abuja,200000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
4,4,5,2,Terraced Duplexes,Life Camp,Abuja,60000000.0,9.067538,7.404183,"Life Camp, Abuja"
4,5,5,4,Detached Duplex,Lugbe District,Abuja,17000000.0,8.964455,7.382618,"Lugbe District, Abuja"
7,8,8,6,Detached Duplex,Guzape District,Abuja,550000000.0,9.011248,7.507273,"Guzape District, Abuja"
3,3,4,5,Semi Detached Duplex,Lugbe District,Abuja,65000000.0,8.964455,7.382618,"Lugbe District, Abuja"
5,5,6,4,Terraced Duplexes,Gaduwa,Abuja,60000000.0,8.997222,7.4675,"Gaduwa, Abuja"
4,4,5,4,Terraced Duplexes,Katampe,Abuja,1000000000.0,9.102851,7.461718,"Katampe, Abuja"
7,7,8,4,Detached Duplex,Katampe,Abuja,280000000.0,9.102851,7.461718,"Katampe, Abuja"
5,5,6,3,Terraced Duplexes,Galadimawa,Abuja,35000000.0,8.992227,7.424376,"Galadimawa, Abuja"
6,6,7,4,Detached Duplex,Asokoro District,Abuja,500000000.0,9.042346,7.519686,"Asokoro District, Abuja"
1,1,5,4,Detached Duplex,Kubwa,Abuja,40000000.0,9.152675,7.341078,"Kubwa, Abuja"
7,7,8,1,Detached Duplex,Maitama District,Abuja,850000000.0,9.090099,7.490805,"Maitama District, Abuja"
4,5,6,3,Terraced Duplexes,Jabi,Abuja,140000000.0,9.064106,7.42294,"Jabi, Abuja"
5,5,5,4,Semi Detached Duplex,Lugbe District,Abuja,45000000.0,8.964455,7.382618,"Lugbe District, Abuja"
4,5,5,4,Detached Duplex,Lokogoma District,Abuja,75000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
4,5,6,3,Terraced Duplexes,Galadimawa,Abuja,65000000.0,8.992227,7.424376,"Galadimawa, Abuja"
3,4,4,4,Terraced Duplexes,Karmo,Abuja,45000000.0,9.050306,7.376389,"Karmo, Abuja"
3,3,4,3,Terraced Duplexes,Apo,Abuja,55000000.0,9.019972,7.478024,"Apo, Abuja"
5,5,5,4,Detached Duplex,Asokoro District,Abuja,365000000.0,9.042346,7.519686,"Asokoro District, Abuja"
3,3,3,3,Terraced Duplexes,Lugbe District,Abuja,42000000.0,8.964455,7.382618,"Lugbe District, Abuja"
3,3,4,5,Detached Bungalow,Lokogoma District,Abuja,23000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
3,3,4,4,Block of Flats,Utako,Abuja,45000000.0,9.06911,7.44353,"Utako, Abuja"
6,6,7,4,Detached Duplex,Maitama District,Abuja,550000000.0,9.090099,7.490805,"Maitama District, Abuja"
5,5,6,6,Detached Duplex,Guzape District,Abuja,300000000.0,9.011248,7.507273,"Guzape District, Abuja"
6,6,8,1,Detached Duplex,Wuse,Abuja,400000000.0,9.062045,7.466555,"Wuse, Abuja"
4,4,5,4,Semi Detached Duplex,Apo,Abuja,60000000.0,9.019972,7.478024,"Apo, Abuja"
4,4,5,4,Semi Detached Duplex,Katampe,Abuja,80000000.0,9.102851,7.461718,"Katampe, Abuja"
5,5,7,4,Detached Bungalow,Gaduwa,Abuja,150000000.0,8.997222,7.4675,"Gaduwa, Abuja"
4,5,5,5,Semi Detached Duplex,Gwarinpa,Abuja,125000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
5,5,6,1,Detached Duplex,Jabi,Abuja,350000000.0,9.064106,7.42294,"Jabi, Abuja"
4,5,5,4,Terraced Duplexes,Asokoro District,Abuja,55000000.0,9.042346,7.519686,"Asokoro District, Abuja"
4,5,5,4,Terraced Duplexes,Life Camp,Abuja,45000000.0,9.067538,7.404183,"Life Camp, Abuja"
1,1,1,4,Detached Duplex,Katampe,Abuja,15000000000.0,9.102851,7.461718,"Katampe, Abuja"
3,3,4,2,Terraced Bungalow,Lugbe District,Abuja,24150000.0,8.964455,7.382618,"Lugbe District, Abuja"
1,1,1,1,Detached Duplex,Maitama District,Abuja,950000000.0,9.090099,7.490805,"Maitama District, Abuja"
5,5,6,7,Detached Duplex,Wuse,Abuja,250000000.0,9.062045,7.466555,"Wuse, Abuja"
4,4,5,3,Terraced Duplexes,Guzape District,Abuja,65000000.0,9.011248,7.507273,"Guzape District, Abuja"
5,7,7,4,Semi Detached Duplex,Maitama District,Abuja,110000.0,9.090099,7.490805,"Maitama District, Abuja"
1,5,5,4,Detached Duplex,Maitama District,Abuja,975000000.0,9.090099,7.490805,"Maitama District, Abuja"
5,6,6,3,Terraced Duplexes,Life Camp,Abuja,105000000.0,9.067538,7.404183,"Life Camp, Abuja"
4,5,5,3,Terraced Duplexes,Gwarinpa,Abuja,250000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
6,8,8,2,Detached Duplex,Asokoro District,Abuja,750000000.0,9.042346,7.519686,"Asokoro District, Abuja"
3,3,3,4,Detached Bungalow,Life Camp,Abuja,35000000.0,9.067538,7.404183,"Life Camp, Abuja"
5,3,5,7,Detached Duplex,Gwarinpa,Abuja,200000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
3,5,5,4,Block of Flats,Utako,Abuja,35000000.0,9.06911,7.44353,"Utako, Abuja"
3,3,4,4,Detached Bungalow,Lugbe District,Abuja,40000000.0,8.964455,7.382618,"Lugbe District, Abuja"
5,6,6,6,Detached Duplex,Kado,Abuja,150000000.0,9.088854,7.425753,"Kado, Abuja"
2,2,3,3,Semi Detached Bungalow,Mbora (Nbora),Abuja,25000000.0,9.051923,7.395078,"Mbora (Nbora), Abuja"
4,5,5,5,Terraced Duplexes,Jahi,Abuja,70000000.0,9.109621,7.438754,"Jahi, Abuja"
6,6,6,6,Detached Duplex,Gwarinpa,Abuja,220000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,5,5,4,Terraced Duplexes,Utako,Abuja,120000000.0,9.06911,7.44353,"Utako, Abuja"
4,5,5,7,Semi Detached Duplex,Life Camp,Abuja,75000000.0,9.067538,7.404183,"Life Camp, Abuja"
4,4,5,3,Terraced Bungalow,Guzape District,Abuja,100000000.0,9.011248,7.507273,"Guzape District, Abuja"
2,2,2,1,Detached Duplex,Asokoro District,Abuja,462837.0,9.042346,7.519686,"Asokoro District, Abuja"
7,8,8,1,Detached Duplex,Maitama District,Abuja,900000000.0,9.090099,7.490805,"Maitama District, Abuja"
4,4,5,4,Detached Duplex,Galadimawa,Abuja,140000000.0,8.992227,7.424376,"Galadimawa, Abuja"
7,5,5,4,Detached Duplex,Jabi,Abuja,600000000.0,9.064106,7.42294,"Jabi, Abuja"
7,7,8,5,Detached Duplex,Maitama District,Abuja,1000000000.0,9.090099,7.490805,"Maitama District, Abuja"
3,3,4,3,Terraced Duplexes,Gwarinpa,Abuja,39000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,4,5,5,Detached Duplex,Katampe,Abuja,43000000.0,9.102851,7.461718,"Katampe, Abuja"
2,3,3,3,Semi Detached Duplex,Lokogoma District,Abuja,29000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,150000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
5,7,7,1,Detached Duplex,Jabi,Abuja,170000000.0,9.064106,7.42294,"Jabi, Abuja"
4,4,5,8,Detached Duplex,Life Camp,Abuja,200000000.0,9.067538,7.404183,"Life Camp, Abuja"
3,3,4,6,Detached Bungalow,Apo,Abuja,19500000.0,9.019972,7.478024,"Apo, Abuja"
5,6,6,4,Detached Duplex,Wuse 2,Abuja,250000000.0,9.078749,7.470186,"Wuse 2, Abuja"
3,3,3,4,Detached Bungalow,Nyanya,Abuja,14500000.0,9.056077,7.578898,"Nyanya, Abuja"
4,5,5,4,Block of Flats,Wuse 2,Abuja,950000000.0,9.078749,7.470186,"Wuse 2, Abuja"
6,6,7,1,Detached Duplex,Maitama District,Abuja,600000000.0,9.090099,7.490805,"Maitama District, Abuja"
4,4,4,4,Terraced Duplexes,Wuye,Abuja,65000000.0,9.085215,7.495284,"Wuye, Abuja"
3,3,4,3,Terraced Duplexes,Karsana,Abuja,37000000.0,9.105773,7.36381,"Karsana, Abuja"
4,4,5,3,Terraced Duplexes,Katampe,Abuja,110000000.0,9.102851,7.461718,"Katampe, Abuja"
5,5,6,4,Detached Duplex,Mabushi,Abuja,200000000.0,9.083767,7.44939,"Mabushi, Abuja"
3,3,4,5,Detached Bungalow,Lokogoma District,Abuja,19000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
4,4,4,2,Terraced Duplexes,Gaduwa,Abuja,27000000.0,8.997222,7.4675,"Gaduwa, Abuja"
5,5,6,5,Detached Duplex,Wuye,Abuja,100000000.0,9.085215,7.495284,"Wuye, Abuja"
4,4,5,5,Terraced Duplexes,Gwarinpa,Abuja,46000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,4,5,5,Terraced Duplexes,Life Camp,Abuja,65000000.0,9.067538,7.404183,"Life Camp, Abuja"
4,4,5,3,Terraced Duplexes,Jabi,Abuja,90000000.0,9.064106,7.42294,"Jabi, Abuja"
3,3,4,2,Terraced Duplexes,Life Camp,Abuja,18500000.0,9.067538,7.404183,"Life Camp, Abuja"
5,5,6,1,Detached Duplex,Maitama District,Abuja,300000000.0,9.090099,7.490805,"Maitama District, Abuja"
3,3,4,4,Semi Detached Duplex,Kyami,Abuja,18700000.0,8.959789,7.268536,"Kyami, Abuja"
3,3,3,4,Block of Flats,Jahi,Abuja,350000000.0,9.109621,7.438754,"Jahi, Abuja"
3,4,4,4,Semi Detached Bungalow,Mbora (Nbora),Abuja,40000000.0,9.051923,7.395078,"Mbora (Nbora), Abuja"
2,2,3,3,Semi Detached Duplex,Lokogoma District,Abuja,28000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
4,5,5,4,Terraced Duplexes,Wuye,Abuja,60000000.0,9.085215,7.495284,"Wuye, Abuja"
4,5,5,4,Terraced Duplexes,Maitama District,Abuja,200000000.0,9.090099,7.490805,"Maitama District, Abuja"
5,6,6,4,Detached Duplex,Utako,Abuja,170000000.0,9.06911,7.44353,"Utako, Abuja"
7,9,9,5,Detached Duplex,Gwarinpa,Abuja,82000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
5,6,6,9,Detached Duplex,Garki,Abuja,190000000.0,9.031896,7.482812,"Garki, Abuja"
4,4,5,3,Terraced Duplexes,Life Camp,Abuja,45000000.0,9.067538,7.404183,"Life Camp, Abuja"
5,7,7,1,Detached Duplex,Gwarinpa,Abuja,400000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,5,5,4,Detached Duplex,Gwarinpa,Abuja,50000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,5,5,4,Detached Duplex,Katampe,Abuja,900000000.0,9.102851,7.461718,"Katampe, Abuja"
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,70000000.0,9.011248,7.507273,"Guzape District, Abuja"
5,6,6,1,Detached Duplex,Guzape District,Abuja,160000000.0,9.011248,7.507273,"Guzape District, Abuja"
6,6,8,7,Detached Duplex,Gwarinpa,Abuja,190000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,5,5,4,Terraced Duplexes,Kubwa,Abuja,38900000.0,9.152675,7.341078,"Kubwa, Abuja"
4,4,5,2,Terraced Duplexes,Karmo,Abuja,27000000.0,9.050306,7.376389,"Karmo, Abuja"
3,3,4,4,Block of Flats,Katampe,Abuja,38000000.0,9.102851,7.461718,"Katampe, Abuja"
8,9,1,2,Block of Flats,Utako,Abuja,380000000.0,9.06911,7.44353,"Utako, Abuja"
1,2,2,2,Block of Flats,Utako,Abuja,380000000.0,9.06911,7.44353,"Utako, Abuja"
5,5,6,4,Detached Duplex,Apo,Abuja,190000000.0,9.019972,7.478024,"Apo, Abuja"
6,1,9,1,Detached Duplex,Asokoro District,Abuja,350000000.0,9.042346,7.519686,"Asokoro District, Abuja"
5,5,6,4,Detached Duplex,Wuye,Abuja,165000000.0,9.085215,7.495284,"Wuye, Abuja"
5,5,5,1,Block of Flats,Dutse,Abuja,7000000.0,9.016942,7.491656,"Dutse, Abuja"
4,5,5,4,Detached Bungalow,Lugbe District,Abuja,40000000.0,8.964455,7.382618,"Lugbe District, Abuja"
4,6,6,4,Terraced Duplexes,Guzape District,Abuja,80000000.0,9.011248,7.507273,"Guzape District, Abuja"
5,6,7,1,Detached Duplex,Gwarinpa,Abuja,125000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
3,2,2,4,Detached Bungalow,Lugbe District,Abuja,18000000.0,8.964455,7.382618,"Lugbe District, Abuja"
5,5,6,6,Semi Detached Duplex,Jahi,Abuja,220000000.0,9.109621,7.438754,"Jahi, Abuja"
4,6,6,1,Semi Detached Duplex,Apo,Abuja,85000000.0,9.019972,7.478024,"Apo, Abuja"
3,3,4,4,Block of Flats,Garki,Abuja,220000000.0,9.031896,7.482812,"Garki, Abuja"
5,5,6,4,Detached Duplex,Lokogoma District,Abuja,38000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
4,4,4,3,Terraced Duplexes,Life Camp,Abuja,26000000.0,9.067538,7.404183,"Life Camp, Abuja"
5,5,6,7,Detached Duplex,Katampe,Abuja,900000000.0,9.102851,7.461718,"Katampe, Abuja"
2,2,3,2,Block of Flats,Guzape District,Abuja,23000000.0,9.011248,7.507273,"Guzape District, Abuja"
5,5,5,4,Semi Detached Duplex,Life Camp,Abuja,3500000000.0,9.067538,7.404183,"Life Camp, Abuja"
5,6,6,7,Detached Duplex,Asokoro District,Abuja,180000000.0,9.042346,7.519686,"Asokoro District, Abuja"
4,5,5,3,Semi Detached Duplex,Mbora (Nbora),Abuja,89900000.0,9.051923,7.395078,"Mbora (Nbora), Abuja"
5,6,6,7,Detached Duplex,Gudu,Abuja,85000000.0,9.008361,7.477578,"Gudu, Abuja"
4,4,5,8,Semi Detached Duplex,Life Camp,Abuja,76000000.0,9.067538,7.404183,"Life Camp, Abuja"
5,5,6,8,Detached Duplex,Jahi,Abuja,210000000.0,9.109621,7.438754,"Jahi, Abuja"
4,5,5,4,Terraced Duplexes,Guzape District,Abuja,75000000.0,9.011248,7.507273,"Guzape District, Abuja"
5,5,6,5,Semi Detached Duplex,Gwarinpa,Abuja,50000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
5,5,5,4,Semi Detached Duplex,Asokoro District,Abuja,650000000.0,9.042346,7.519686,"Asokoro District, Abuja"
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,78000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,5,5,4,Block of Flats,Karu,Abuja,120000000.0,8.99278,7.572462,"Karu, Abuja"
6,7,8,6,Detached Duplex,Wuse 2,Abuja,500000000.0,9.078749,7.470186,"Wuse 2, Abuja"
5,5,5,4,Detached Duplex,Apo,Abuja,110000000.0,9.019972,7.478024,"Apo, Abuja"
4,4,5,6,Detached Duplex,Katampe,Abuja,250000000.0,9.102851,7.461718,"Katampe, Abuja"
4,4,6,5,Terraced Duplexes,Jahi,Abuja,65000000.0,9.109621,7.438754,"Jahi, Abuja"
5,5,5,4,Detached Duplex,Karsana,Abuja,120000000.0,9.105773,7.36381,"Karsana, Abuja"
4,5,6,3,Terraced Duplexes,Gwarinpa,Abuja,65000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
5,5,5,4,Detached Duplex,Wuye,Abuja,170000000.0,9.085215,7.495284,"Wuye, Abuja"
1,5,2,2,Block of Flats,Wuse,Abuja,500000000.0,9.062045,7.466555,"Wuse, Abuja"
2,2,3,4,Terraced Duplexes,Lokogoma District,Abuja,28000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
4,4,5,5,Detached Duplex,Kaura,Abuja,100000000.0,9.003157,7.445613,"Kaura, Abuja"
5,5,6,4,Detached Duplex,Katampe,Abuja,150000000.0,9.102851,7.461718,"Katampe, Abuja"
7,5,5,4,Detached Duplex,Maitama District,Abuja,250000000.0,9.090099,7.490805,"Maitama District, Abuja"
7,7,1,4,Detached Duplex,Maitama District,Abuja,1200000000.0,9.090099,7.490805,"Maitama District, Abuja"
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,95000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
3,4,4,4,Terraced Duplexes,Wuye,Abuja,65000000.0,9.085215,7.495284,"Wuye, Abuja"
4,5,6,3,Semi Detached Duplex,Asokoro District,Abuja,1600000000.0,9.042346,7.519686,"Asokoro District, Abuja"
1,1,1,7,Block of Flats,Gwarinpa,Abuja,100000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,5,5,4,Terraced Duplexes,Life Camp,Abuja,50000000.0,9.067538,7.404183,"Life Camp, Abuja"
3,4,4,5,Detached Bungalow,Gwarinpa,Abuja,40000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,4,5,4,Terraced Duplexes,Jahi,Abuja,65000000.0,9.109621,7.438754,"Jahi, Abuja"
5,6,7,2,Terraced Duplexes,Jabi,Abuja,140000000.0,9.064106,7.42294,"Jabi, Abuja"
6,6,7,1,Detached Duplex,Maitama District,Abuja,800000000.0,9.090099,7.490805,"Maitama District, Abuja"
3,3,4,3,Terraced Duplexes,Lokogoma District,Abuja,30000000.0,8.968154,7.464076,"Lokogoma District, Abuja"
5,5,6,4,Terraced Duplexes,Apo,Abuja,85000000.0,9.019972,7.478024,"Apo, Abuja"
5,6,7,4,Terraced Duplexes,Mabushi,Abuja,150000000.0,9.083767,7.44939,"Mabushi, Abuja"
5,5,5,4,Detached Duplex,Katampe,Abuja,200000000.0,9.102851,7.461718,"Katampe, Abuja"
5,5,7,9,Detached Duplex,Karsana,Abuja,130000000.0,9.105773,7.36381,"Karsana, Abuja"
4,4,5,6,Detached Duplex,Lugbe District,Abuja,15000000.0,8.964455,7.382618,"Lugbe District, Abuja"
5,5,5,1,Detached Duplex,Gwarinpa,Abuja,130000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
4,4,5,4,Terraced Duplexes,Katampe,Abuja,60000000.0,9.102851,7.461718,"Katampe, Abuja"
4,4,6,1,Detached Bungalow,Karu,Abuja,24000000.0,8.99278,7.572462,"Karu, Abuja"
2,3,3,2,Block of Flats,Mbora (Nbora),Abuja,23900000.0,9.051923,7.395078,"Mbora (Nbora), Abuja"
4,5,6,6,Terraced Duplexes,Wuye,Abuja,60000000.0,9.085215,7.495284,"Wuye, Abuja"
5,7,7,2,Semi Detached Bungalow,Kado,Abuja,2000000.0,9.088854,7.425753,"Kado, Abuja"
6,6,7,7,Detached Duplex,Asokoro District,Abuja,2400000000.0,9.042346,7.519686,"Asokoro District, Abuja"
4,6,6,6,Terraced Duplexes,Lugbe District,Abuja,70000000.0,8.964455,7.382618,"Lugbe District, Abuja"
5,6,6,4,Detached Duplex,Gwarinpa,Abuja,120000000.0,9.109821,7.392965,"Gwarinpa, Abuja"
